db--table--sql: idc--account_cache-- show full columns from idc.account_cache
db--table--sql: idc--auth_group_permissions-- show full columns from idc.auth_group_permissions
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
group_id,int,,NO,MUL,,,"select,insert,update,references",
permission_id,int,,NO,MUL,,,"select,insert,update,references",
db--table--sql: idc--auth_permission-- show full columns from idc.auth_permission
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
name,varchar(255),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
content_type_id,int,,NO,MUL,,,"select,insert,update,references",
codename,varchar(100),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
db--table--sql: idc--corsheaders_corsmodel-- show full columns from idc.corsheaders_corsmodel
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
cors,varchar(255),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
db--table--sql: idc--discovery_script-- show full columns from idc.discovery_script
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
creator,varchar(63),utf8mb4_0900_ai_ci,YES,,,,"select,insert,update,references",
create_at,datetime(6),,NO,,,,"select,insert,update,references",
update_at,datetime(6),,NO,,,,"select,insert,update,references",
updated_by,varchar(63),utf8mb4_0900_ai_ci,YES,,,,"select,insert,update,references",
script_params,varchar(127),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
script_account,varchar(64),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
script_content,longtext,utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
timeout,int,,NO,,,,"select,insert,update,references",
cmdb_model_id,varchar(127),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
cmdb_model_name,varchar(127),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
script_name,varchar(127),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
script_type,varchar(127),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
db--table--sql: idc--django_admin_log-- show full columns from idc.django_admin_log
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
action_time,datetime(6),,NO,,,,"select,insert,update,references",
object_id,longtext,utf8mb4_0900_ai_ci,YES,,,,"select,insert,update,references",
object_repr,varchar(200),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
action_flag,smallint unsigned,,NO,,,,"select,insert,update,references",
change_message,longtext,utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
content_type_id,int,,YES,MUL,,,"select,insert,update,references",
user_id,int,,NO,MUL,,,"select,insert,update,references",
db--table--sql: idc--django_content_type-- show full columns from idc.django_content_type
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
app_label,varchar(100),utf8mb4_0900_ai_ci,NO,MUL,,,"select,insert,update,references",
model,varchar(100),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
db--table--sql: idc--django_migrations-- show full columns from idc.django_migrations
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
app,varchar(255),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
name,varchar(255),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
applied,datetime(6),,NO,,,,"select,insert,update,references",
db--table--sql: idc--django_session-- show full columns from idc.django_session
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
session_key,varchar(40),utf8mb4_0900_ai_ci,NO,PRI,,,"select,insert,update,references",
session_data,longtext,utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
expire_date,datetime(6),,NO,MUL,,,"select,insert,update,references",
db--table--sql: idc--django_site-- show full columns from idc.django_site
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
domain,varchar(100),utf8mb4_0900_ai_ci,NO,UNI,,,"select,insert,update,references",
name,varchar(50),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
db--table--sql: idc--idc_cabinet-- show full columns from idc.idc_cabinet
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
cabinet_name,varchar(150),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
type,varchar(150),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
u_num,int,,NO,,,,"select,insert,update,references",
column,varchar(150),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
grid,varchar(150),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
is_deleted,int unsigned,,YES,,,,"select,insert,update,references",
serverroom_id,int,,NO,MUL,,,"select,insert,update,references",
db--table--sql: idc--idc_datacenter-- show full columns from idc.idc_datacenter
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
dc_name,varchar(150),utf8mb4_0900_ai_ci,NO,UNI,,,"select,insert,update,references",
region,varchar(150),utf8mb4_0900_ai_ci,NO,UNI,,,"select,insert,update,references",
db--table--sql: idc--idc_device-- show full columns from idc.idc_device
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
device_name,varchar(150),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
inner_ip,char(39),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
outer_ip,varchar(300),utf8mb4_0900_ai_ci,YES,,,,"select,insert,update,references",
computer_type,varchar(300),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
computer_code,varchar(300),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
start_u,int,,NO,,,,"select,insert,update,references",
use_u,int,,NO,,,,"select,insert,update,references",
asset_code,varchar(300),utf8mb4_0900_ai_ci,YES,,,,"select,insert,update,references",
cloud_area,varchar(300),utf8mb4_0900_ai_ci,YES,,,,"select,insert,update,references",
topo,varchar(300),utf8mb4_0900_ai_ci,YES,,,,"select,insert,update,references",
person_manage,varchar(300),utf8mb4_0900_ai_ci,YES,,,,"select,insert,update,references",
status,varchar(300),utf8mb4_0900_ai_ci,YES,,,,"select,insert,update,references",
use,varchar(300),utf8mb4_0900_ai_ci,YES,,,,"select,insert,update,references",
charge,varchar(300),utf8mb4_0900_ai_ci,YES,,,,"select,insert,update,references",
is_deleted,int unsigned,,YES,,,,"select,insert,update,references",
cabinet_id,int,,NO,MUL,,,"select,insert,update,references",
db--table--sql: idc--idc_serverroom-- show full columns from idc.idc_serverroom
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
instance_name,varchar(150),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
room_name,varchar(150),utf8mb4_0900_ai_ci,NO,UNI,,,"select,insert,update,references",
floor,varchar(300),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
is_deleted,int unsigned,,YES,,,,"select,insert,update,references",
dc_name_id,int,,NO,MUL,,,"select,insert,update,references",
db--table--sql: idc--idc_u_info-- show full columns from idc.idc_u_info
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
cabinet_id,varchar(150),utf8mb4_0900_ai_ci,NO,UNI,,,"select,insert,update,references",
use_u,longtext,utf8mb4_0900_ai_ci,YES,,,,"select,insert,update,references",
db--table--sql: idc--todo-- show full columns from idc.todo
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
id,int,,NO,PRI,,auto_increment,"select,insert,update,references",
content,varchar(500),utf8mb4_0900_ai_ci,NO,,,,"select,insert,update,references",
create_at,datetime(6),,NO,,CURRENT_TIMESTAMP(6),DEFAULT_GENERATED,"select,insert,update,references",
updated_at,datetime(6),,NO,,CURRENT_TIMESTAMP(6),DEFAULT_GENERATED on update CURRENT_TIMESTAMP(6),"select,insert,update,references",
db--table--sql: information_schema--ADMINISTRABLE_ROLE_AUTHORIZATIONS-- show full columns from information_schema.ADMINISTRABLE_ROLE_AUTHORIZATIONS
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
USER,varchar(97),utf8_general_ci,YES,,,,select,
HOST,varchar(256),utf8_general_ci,YES,,,,select,
GRANTEE,varchar(97),utf8mb4_0900_ai_ci,YES,,,,select,
GRANTEE_HOST,varchar(256),utf8mb4_0900_ai_ci,YES,,,,select,
ROLE_NAME,varchar(255),utf8mb4_0900_ai_ci,YES,,,,select,
ROLE_HOST,varchar(256),utf8mb4_0900_ai_ci,YES,,,,select,
IS_GRANTABLE,varchar(3),utf8_general_ci,NO,,,,select,
IS_DEFAULT,varchar(3),utf8_general_ci,YES,,,,select,
IS_MANDATORY,varchar(3),utf8_general_ci,NO,,,,select,
db--table--sql: information_schema--APPLICABLE_ROLES-- show full columns from information_schema.APPLICABLE_ROLES
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
USER,varchar(97),utf8_general_ci,YES,,,,select,
HOST,varchar(256),utf8_general_ci,YES,,,,select,
GRANTEE,varchar(97),utf8mb4_0900_ai_ci,YES,,,,select,
GRANTEE_HOST,varchar(256),utf8mb4_0900_ai_ci,YES,,,,select,
ROLE_NAME,varchar(255),utf8mb4_0900_ai_ci,YES,,,,select,
ROLE_HOST,varchar(256),utf8mb4_0900_ai_ci,YES,,,,select,
IS_GRANTABLE,varchar(3),utf8_general_ci,NO,,,,select,
IS_DEFAULT,varchar(3),utf8_general_ci,YES,,,,select,
IS_MANDATORY,varchar(3),utf8_general_ci,NO,,,,select,
db--table--sql: information_schema--CHARACTER_SETS-- show full columns from information_schema.CHARACTER_SETS
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
CHARACTER_SET_NAME,varchar(64),utf8_general_ci,NO,,,,select,
DEFAULT_COLLATE_NAME,varchar(64),utf8_general_ci,NO,,,,select,
DESCRIPTION,varchar(2048),utf8_general_ci,NO,,,,select,
MAXLEN,int unsigned,,NO,,,,select,
db--table--sql: information_schema--CHECK_CONSTRAINTS-- show full columns from information_schema.CHECK_CONSTRAINTS
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
CONSTRAINT_CATALOG,varchar(64),utf8_tolower_ci,YES,,,,select,
CONSTRAINT_SCHEMA,varchar(64),utf8_tolower_ci,YES,,,,select,
CONSTRAINT_NAME,varchar(64),utf8_tolower_ci,NO,,,,select,
CHECK_CLAUSE,longtext,utf8_bin,NO,,,,select,
db--table--sql: information_schema--COLLATION_CHARACTER_SET_APPLICABILITY-- show full columns from information_schema.COLLATION_CHARACTER_SET_APPLICABILITY
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
COLLATION_NAME,varchar(64),utf8_general_ci,NO,,,,select,
CHARACTER_SET_NAME,varchar(64),utf8_general_ci,NO,,,,select,
db--table--sql: information_schema--COLLATIONS-- show full columns from information_schema.COLLATIONS
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
COLLATION_NAME,varchar(64),utf8_general_ci,NO,,,,select,
CHARACTER_SET_NAME,varchar(64),utf8_general_ci,NO,,,,select,
ID,bigint unsigned,,NO,,0,,select,
IS_DEFAULT,varchar(3),utf8_general_ci,NO,,,,select,
IS_COMPILED,varchar(3),utf8_general_ci,NO,,,,select,
SORTLEN,int unsigned,,NO,,,,select,
PAD_ATTRIBUTE,"enum('PAD SPACE','NO PAD')",utf8_bin,NO,,,,select,
db--table--sql: information_schema--COLUMN_PRIVILEGES-- show full columns from information_schema.COLUMN_PRIVILEGES
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
GRANTEE,varchar(292),utf8_general_ci,NO,,,,select,
TABLE_CATALOG,varchar(512),utf8_general_ci,NO,,,,select,
TABLE_SCHEMA,varchar(64),utf8_general_ci,NO,,,,select,
TABLE_NAME,varchar(64),utf8_general_ci,NO,,,,select,
COLUMN_NAME,varchar(64),utf8_general_ci,NO,,,,select,
PRIVILEGE_TYPE,varchar(64),utf8_general_ci,NO,,,,select,
IS_GRANTABLE,varchar(3),utf8_general_ci,NO,,,,select,
db--table--sql: information_schema--COLUMN_STATISTICS-- show full columns from information_schema.COLUMN_STATISTICS
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
SCHEMA_NAME,varchar(64),utf8_tolower_ci,NO,,,,select,
TABLE_NAME,varchar(64),utf8_tolower_ci,NO,,,,select,
COLUMN_NAME,varchar(64),utf8_tolower_ci,NO,,,,select,
HISTOGRAM,json,,NO,,,,select,
db--table--sql: information_schema--COLUMNS-- show full columns from information_schema.COLUMNS
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
TABLE_CATALOG,varchar(64),utf8_tolower_ci,YES,,,,select,
TABLE_SCHEMA,varchar(64),utf8_tolower_ci,YES,,,,select,
TABLE_NAME,varchar(64),utf8_tolower_ci,YES,,,,select,
COLUMN_NAME,varchar(64),utf8_tolower_ci,YES,,,,select,
ORDINAL_POSITION,int unsigned,,NO,,,,select,
COLUMN_DEFAULT,text,utf8_bin,YES,,,,select,
IS_NULLABLE,varchar(3),utf8_general_ci,NO,,,,select,
DATA_TYPE,longtext,utf8_bin,YES,,,,select,
CHARACTER_MAXIMUM_LENGTH,bigint,,YES,,,,select,
CHARACTER_OCTET_LENGTH,bigint,,YES,,,,select,
NUMERIC_PRECISION,bigint unsigned,,YES,,,,select,
NUMERIC_SCALE,bigint unsigned,,YES,,,,select,
DATETIME_PRECISION,int unsigned,,YES,,,,select,
CHARACTER_SET_NAME,varchar(64),utf8_general_ci,YES,,,,select,
COLLATION_NAME,varchar(64),utf8_general_ci,YES,,,,select,
COLUMN_TYPE,mediumtext,utf8_bin,NO,,,,select,
COLUMN_KEY,"enum('','PRI','UNI','MUL')",utf8_bin,NO,,,,select,
EXTRA,varchar(256),utf8_general_ci,YES,,,,select,
PRIVILEGES,varchar(154),utf8_general_ci,YES,,,,select,
COLUMN_COMMENT,text,utf8_bin,NO,,,,select,
GENERATION_EXPRESSION,longtext,utf8_bin,NO,,,,select,
SRS_ID,int unsigned,,YES,,,,select,
db--table--sql: information_schema--COLUMNS_EXTENSIONS-- show full columns from information_schema.COLUMNS_EXTENSIONS
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
TABLE_CATALOG,varchar(64),utf8_tolower_ci,NO,,,,select,
TABLE_SCHEMA,varchar(64),utf8_tolower_ci,NO,,,,select,
TABLE_NAME,varchar(64),utf8_tolower_ci,NO,,,,select,
COLUMN_NAME,varchar(64),utf8_tolower_ci,YES,,,,select,
ENGINE_ATTRIBUTE,json,,YES,,,,select,
SECONDARY_ENGINE_ATTRIBUTE,json,,YES,,,,select,
db--table--sql: information_schema--ENABLED_ROLES-- show full columns from information_schema.ENABLED_ROLES
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
ROLE_NAME,varchar(255),utf8mb4_0900_ai_ci,YES,,,,select,
ROLE_HOST,varchar(255),utf8mb4_0900_ai_ci,YES,,,,select,
IS_DEFAULT,varchar(3),utf8_general_ci,YES,,,,select,
IS_MANDATORY,varchar(3),utf8_general_ci,NO,,,,select,
db--table--sql: information_schema--ENGINES-- show full columns from information_schema.ENGINES
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
ENGINE,varchar(64),utf8_general_ci,NO,,,,select,
SUPPORT,varchar(8),utf8_general_ci,NO,,,,select,
COMMENT,varchar(80),utf8_general_ci,NO,,,,select,
TRANSACTIONS,varchar(3),utf8_general_ci,YES,,,,select,
XA,varchar(3),utf8_general_ci,YES,,,,select,
SAVEPOINTS,varchar(3),utf8_general_ci,YES,,,,select,
db--table--sql: information_schema--EVENTS-- show full columns from information_schema.EVENTS
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
EVENT_CATALOG,varchar(64),utf8_tolower_ci,YES,,,,select,
EVENT_SCHEMA,varchar(64),utf8_tolower_ci,YES,,,,select,
EVENT_NAME,varchar(64),utf8_general_ci,NO,,,,select,
DEFINER,varchar(288),utf8_bin,NO,,,,select,
TIME_ZONE,varchar(64),utf8_bin,NO,,,,select,
EVENT_BODY,varchar(3),utf8_general_ci,NO,,,,select,
EVENT_DEFINITION,longtext,utf8_bin,NO,,,,select,
EVENT_TYPE,varchar(9),utf8_general_ci,NO,,,,select,
EXECUTE_AT,datetime,,YES,,,,select,
INTERVAL_VALUE,varchar(256),utf8_general_ci,YES,,,,select,
INTERVAL_FIELD,"enum('YEAR','QUARTER','MONTH','DAY','HOUR','MINUTE','WEEK','SECOND','MICROSECOND','YEAR_MONTH','DAY_HOUR','DAY_MINUTE','DAY_SECOND','HOUR_MINUTE','HOUR_SECOND','MINUTE_SECOND','DAY_MICROSECOND','HOUR_MICROSECOND','MINUTE_MICROSECOND','SECOND_MICROSECOND')",utf8_bin,YES,,,,select,
SQL_MODE,"set('REAL_AS_FLOAT','PIPES_AS_CONCAT','ANSI_QUOTES','IGNORE_SPACE','NOT_USED','ONLY_FULL_GROUP_BY','NO_UNSIGNED_SUBTRACTION','NO_DIR_IN_CREATE','NOT_USED_9','NOT_USED_10','NOT_USED_11','NOT_USED_12','NOT_USED_13','NOT_USED_14','NOT_USED_15','NOT_USED_16','NOT_USED_17','NOT_USED_18','ANSI','NO_AUTO_VALUE_ON_ZERO','NO_BACKSLASH_ESCAPES','STRICT_TRANS_TABLES','STRICT_ALL_TABLES','NO_ZERO_IN_DATE','NO_ZERO_DATE','ALLOW_INVALID_DATES','ERROR_FOR_DIVISION_BY_ZERO','TRADITIONAL','NOT_USED_29','HIGH_NOT_PRECEDENCE','NO_ENGINE_SUBSTITUTION','PAD_CHAR_TO_FULL_LENGTH','TIME_TRUNCATE_FRACTIONAL')",utf8_bin,NO,,,,select,
STARTS,datetime,,YES,,,,select,
ENDS,datetime,,YES,,,,select,
STATUS,"enum('ENABLED','DISABLED','SLAVESIDE_DISABLED')",utf8_bin,NO,,,,select,
ON_COMPLETION,varchar(12),utf8_general_ci,NO,,,,select,
CREATED,timestamp,,NO,,,,select,
LAST_ALTERED,timestamp,,NO,,,,select,
LAST_EXECUTED,datetime,,YES,,,,select,
EVENT_COMMENT,varchar(2048),utf8_bin,NO,,,,select,
ORIGINATOR,int unsigned,,NO,,,,select,
CHARACTER_SET_CLIENT,varchar(64),utf8_general_ci,NO,,,,select,
COLLATION_CONNECTION,varchar(64),utf8_general_ci,NO,,,,select,
DATABASE_COLLATION,varchar(64),utf8_general_ci,NO,,,,select,
db--table--sql: information_schema--FILES-- show full columns from information_schema.FILES
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
FILE_ID,bigint,,YES,,,,select,
FILE_NAME,text,utf8_bin,YES,,,,select,
FILE_TYPE,varchar(256),utf8_general_ci,YES,,,,select,
TABLESPACE_NAME,varchar(268),utf8_bin,NO,,,,select,
TABLE_CATALOG,char(0),utf8_general_ci,NO,,,,select,
TABLE_SCHEMA,binary(0),,YES,,,,select,
TABLE_NAME,binary(0),,YES,,,,select,
LOGFILE_GROUP_NAME,varchar(256),utf8_general_ci,YES,,,,select,
LOGFILE_GROUP_NUMBER,bigint,,YES,,,,select,
ENGINE,varchar(64),utf8_general_ci,NO,,,,select,
FULLTEXT_KEYS,binary(0),,YES,,,,select,
DELETED_ROWS,binary(0),,YES,,,,select,
UPDATE_COUNT,binary(0),,YES,,,,select,
FREE_EXTENTS,bigint,,YES,,,,select,
TOTAL_EXTENTS,bigint,,YES,,,,select,
EXTENT_SIZE,bigint,,YES,,,,select,
INITIAL_SIZE,bigint,,YES,,,,select,
MAXIMUM_SIZE,bigint,,YES,,,,select,
AUTOEXTEND_SIZE,bigint,,YES,,,,select,
CREATION_TIME,binary(0),,YES,,,,select,
LAST_UPDATE_TIME,binary(0),,YES,,,,select,
LAST_ACCESS_TIME,binary(0),,YES,,,,select,
RECOVER_TIME,binary(0),,YES,,,,select,
TRANSACTION_COUNTER,binary(0),,YES,,,,select,
VERSION,bigint,,YES,,,,select,
ROW_FORMAT,varchar(256),utf8_general_ci,YES,,,,select,
TABLE_ROWS,binary(0),,YES,,,,select,
AVG_ROW_LENGTH,binary(0),,YES,,,,select,
DATA_LENGTH,binary(0),,YES,,,,select,
MAX_DATA_LENGTH,binary(0),,YES,,,,select,
INDEX_LENGTH,binary(0),,YES,,,,select,
DATA_FREE,bigint,,YES,,,,select,
CREATE_TIME,binary(0),,YES,,,,select,
UPDATE_TIME,binary(0),,YES,,,,select,
CHECK_TIME,binary(0),,YES,,,,select,
CHECKSUM,binary(0),,YES,,,,select,
STATUS,varchar(256),utf8_general_ci,YES,,,,select,
EXTRA,varchar(256),utf8_general_ci,YES,,,,select,
db--table--sql: information_schema--INNODB_BUFFER_PAGE-- show full columns from information_schema.INNODB_BUFFER_PAGE
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
POOL_ID,bigint unsigned,,NO,,,,select,
BLOCK_ID,bigint unsigned,,NO,,,,select,
SPACE,bigint unsigned,,NO,,,,select,
PAGE_NUMBER,bigint unsigned,,NO,,,,select,
PAGE_TYPE,varchar(64),utf8_general_ci,YES,,,,select,
FLUSH_TYPE,bigint unsigned,,NO,,,,select,
FIX_COUNT,bigint unsigned,,NO,,,,select,
IS_HASHED,varchar(3),utf8_general_ci,YES,,,,select,
NEWEST_MODIFICATION,bigint unsigned,,NO,,,,select,
OLDEST_MODIFICATION,bigint unsigned,,NO,,,,select,
ACCESS_TIME,bigint unsigned,,NO,,,,select,
TABLE_NAME,varchar(1024),utf8_general_ci,YES,,,,select,
INDEX_NAME,varchar(1024),utf8_general_ci,YES,,,,select,
NUMBER_RECORDS,bigint unsigned,,NO,,,,select,
DATA_SIZE,bigint unsigned,,NO,,,,select,
COMPRESSED_SIZE,bigint unsigned,,NO,,,,select,
PAGE_STATE,varchar(64),utf8_general_ci,YES,,,,select,
IO_FIX,varchar(64),utf8_general_ci,YES,,,,select,
IS_OLD,varchar(3),utf8_general_ci,YES,,,,select,
FREE_PAGE_CLOCK,bigint unsigned,,NO,,,,select,
IS_STALE,varchar(3),utf8_general_ci,YES,,,,select,
db--table--sql: information_schema--INNODB_BUFFER_PAGE_LRU-- show full columns from information_schema.INNODB_BUFFER_PAGE_LRU
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
POOL_ID,bigint unsigned,,NO,,,,select,
LRU_POSITION,bigint unsigned,,NO,,,,select,
SPACE,bigint unsigned,,NO,,,,select,
PAGE_NUMBER,bigint unsigned,,NO,,,,select,
PAGE_TYPE,varchar(64),utf8_general_ci,YES,,,,select,
FLUSH_TYPE,bigint unsigned,,NO,,,,select,
FIX_COUNT,bigint unsigned,,NO,,,,select,
IS_HASHED,varchar(3),utf8_general_ci,YES,,,,select,
NEWEST_MODIFICATION,bigint unsigned,,NO,,,,select,
OLDEST_MODIFICATION,bigint unsigned,,NO,,,,select,
ACCESS_TIME,bigint unsigned,,NO,,,,select,
TABLE_NAME,varchar(1024),utf8_general_ci,YES,,,,select,
INDEX_NAME,varchar(1024),utf8_general_ci,YES,,,,select,
NUMBER_RECORDS,bigint unsigned,,NO,,,,select,
DATA_SIZE,bigint unsigned,,NO,,,,select,
COMPRESSED_SIZE,bigint unsigned,,NO,,,,select,
COMPRESSED,varchar(3),utf8_general_ci,YES,,,,select,
IO_FIX,varchar(64),utf8_general_ci,YES,,,,select,
IS_OLD,varchar(3),utf8_general_ci,YES,,,,select,
FREE_PAGE_CLOCK,bigint unsigned,,NO,,,,select,
db--table--sql: information_schema--INNODB_BUFFER_POOL_STATS-- show full columns from information_schema.INNODB_BUFFER_POOL_STATS
Field,Type,Collation,Null,Key,Default,Extra,Privileges,Comment
POOL_ID,bigint unsigned,,NO,,,,select,
POOL_SIZE,bigint unsigned,,NO,,,,select,
FREE_BUFFERS,bigint unsigned,,NO,,,,select,
DATABASE_PAGES,bigint unsigned,,NO,,,,select,
OLD_DATABASE_PAGES,bigint unsigned,,NO,,,,select,
MODIFIED_DATABASE_PAGES,bigint unsigned,,NO,,,,select,
PENDING_DECOMPRESS,bigint unsigned,,NO,,,,select,
PENDING_READS,bigint unsigned,,NO,,,,select,
PENDING_FLUSH_LRU,bigint unsigned,,NO,,,,select,
PENDING_FLUSH_LIST,bigint unsigned,,NO,,,,select,
PAGES_MADE_YOUNG,bigint unsigned,,NO,,,,select,
PAGES_NOT_MADE_YOUNG,bigint unsigned,,NO,,,,select,
PAGES_MADE_YOUNG_RATE,"float(12,0)",,NO,,,,select,
PAGES_MADE_NOT_YOUNG_RATE,"float(12,0)",,NO,,,,select,
NUMBER_PAGES_READ,bigint unsigned,,NO,,,,select,
NUMBER_PAGES_CREATED,bigint unsigned,,NO,,,,select,
NUMBER_PAGES_WRITTEN,bigint unsigned,,NO,,,,select,
